Year,Id,Link_ID,Active,Link_Info,From_Core,To_Core,Euc_Dist,CW_Dist,LCP_Length,Shape_Length,cw_to_Euc_Dist_Ratio,cwd_to_Path_Length_Ratio,Current_Flow_Centrality,Effective_Resistance,cwd_to_Eff_Resist_Ratio
2011,0,1,1,"""Connects_cores""",1,43,7412,136849.36,8902,8902.051918159546,18.459999084472656,15.369999885559082,-1,3689.719970703125,37.089298248291016
2011,0,2,1,"""Connects_cores""",1,51,4758,84621.22,5168,5168.376668117149,17.790000915527344,16.3700008392334,-1,3303.27001953125,25.617399215698242
2011,0,3,1,"""Connects_cores""",1,54,1732,127893.25,7374,7374.701157743709,73.839996337890625,17.34000015258789,-1,5639.43017578125,22.67840003967285
2011,0,4,1,"""Connects_cores""",1,63,601,272669.16,763,763.6753802069805,453.69000244140625,357.3599853515625,-1,32995.1015625,8.263930320739746
2011,0,5,1,"""Connects_cores""",1,64,2027,191956.98,12747,12747.564917608475,94.69999694824219,15.0600004196167,-1,3988.530029296875,48.127201080322266
2011,0,6,1,"""Connects_cores""",1,68,16193,292190.16,17692,17692.266216200645,18.040000915527344,16.520000457763672,-1,5103.2998046875,57.25519943237305
2011,0,7,1,"""Connects_cores""",1,79,16021,310531.81,20465,20465.727327051216,19.3799991607666,15.170000076293945,-1,6353.72998046875,48.874000549316406
2011,0,8,1,"""Connects_cores""",2,73,16323,271217.22,18082,18082.052056224606,16.6200008392334,15,-1,4303,63.02980041503906
2011,0,9,1,"""Connects_cores""",2,83,10731,169815.5,11891,11891.240207196406,15.819999694824219,14.279999732971191,-1,2474.72998046875,68.61979675292969
2011,0,10,1,"""Connects_cores""",2,85,9798,165311.38,11127,11127.564797697534,16.8700008392334,14.859999656677246,-1,3247.919921875,50.89759826660156
2011,0,11,1,"""Connects_cores""",2,87,718,38791.3,1191,1191.837700058131,54.029998779296875,32.56999969482422,-1,3417.75,11.349900245666504
2011,0,12,1,"""Connects_cores""",2,88,3544,113441.41,6071,6071.025878987895,32.0099983215332,18.690000534057617,-1,3636.010009765625,31.199399948120117
2011,0,13,1,"""Connects_cores""",2,89,8077,138729.45,9330,9330.214308720468,17.18000030517578,14.869999885559082,-1,1510.9599609375,91.81559753417969
2011,0,14,1,"""Connects_cores""",2,92,6885,114543.37,7914,7914.701309846409,16.639999389648437,14.470000267028809,-1,1655.1300048828125,69.2052001953125
2011,0,15,1,"""Connects_cores""",2,95,4268,82687.13,5353,5353.675399239219,19.3700008392334,15.449999809265137,-1,1812.1300048828125,45.62969970703125
2011,0,16,1,"""Connects_cores""",2,98,1923,45036.5,2271,2271.837579997613,23.420000076293945,19.829999923706055,-1,1237.1300048828125,36.40409851074219
2011,0,17,1,"""Connects_cores""",2,100,1367,29002.95,1843,1843.6753187255522,21.219999313354492,15.739999771118164,-1,1251.3299560546875,23.177600860595703
2011,0,18,1,"""Connects_cores""",2,102,1842,39872.32,2271,2271.8377092867086,21.649999618530273,17.559999465942383,-1,1472.8699951171875,27.07110023498535
2011,0,19,1,"""Connects_cores""",2,103,816,18625.99,1191,1191.8377000581377,22.829999923706055,15.640000343322754,-1,782.9940185546875,23.78820037841797
2011,0,20,1,"""Connects_cores""",2,107,630,15040.78,1033,1033.6752794830802,23.8700008392334,14.5600004196167,-1,889.333984375,16.912399291992188
2011,0,21,1,"""Connects_cores""",2,108,795,30248.2,1303,1303.675349466928,38.04999923706055,23.209999084472656,-1,2633.070068359375,11.487799644470215
2011,0,23,1,"""Connects_cores""",2,111,1329,36942.05,2225,2225.513008827843,27.799999237060547,16.600000381469727,-1,1005.2100219726562,36.7505989074707
2011,0,24,1,"""Connects_cores""",3,4,16214,434971.81,44602,44602.90900886248,26.829999923706055,9.75,-1,9844.009765625,44.186500549316406
2011,0,25,1,"""Connects_cores""",3,97,12467,130246.45,15775,15775.129845048456,10.449999809265137,8.260000228881836,-1,2053.199951171875,63.4359016418457
2011,0,26,1,"""Connects_cores""",3,103,8542,106941.96,10541,10541.240257271744,12.520000457763672,10.149999618530273,-1,1294.449951171875,82.6156005859375
2011,0,27,1,"""Connects_cores""",3,104,6971,67351.92,8408,8408.376637224905,9.65999984741211,8.010000228881836,-1,1658.050048828125,40.62120056152344
2011,0,28,1,"""Connects_cores""",3,111,5234,94400.79,6722,6722.863597657236,18.040000915527344,14.039999961853027,-1,1144.4100341796875,82.48829650878906
2011,0,29,1,"""Connects_cores""",3,112,2990,38157.26,3529,3529.188299717536,12.760000228881836,10.8100004196167,-1,1037.699951171875,36.77109909057617
2011,0,30,1,"""Connects_cores""",3,114,5845,95295.33,6927,6927.350618690565,16.299999237060547,13.760000228881836,-1,1316.8800048828125,72.3644027709961
2011,0,31,1,"""Connects_cores""",3,118,2602,39029.26,3081,3081.8376192395367,15,12.670000076293945,-1,1023.5,38.13309860229492
2011,0,33,1,"""Connects_cores""",3,122,662,14126.3,1303,1303.675349466938,21.34000015258789,10.84000015258789,-1,1278.72998046875,11.047100067138672
2011,0,34,1,"""Connects_cores""",3,124,1363,20733.35,1797,1797.3506182674666,15.210000038146973,11.539999961853027,-1,923.7650146484375,22.444400787353516
2011,0,35,1,"""Connects_cores""",4,5,13366,243255.8,22004,22004.31819106114,18.200000762939453,11.0600004196167,-1,18507.599609375,13.143600463867188
2011,0,36,1,"""Connects_cores""",4,7,1928,34198.98,3752,3752.863598534046,17.739999771118164,9.109999656677246,-1,2074.969970703125,16.481700897216797
2011,0,37,1,"""Connects_cores""",4,17,82273,1001246.44,93653,93653.55169887473,12.170000076293945,10.6899995803833,-1,17202.19921875,58.2046012878418
2011,0,38,1,"""Connects_cores""",4,19,78839,979190.94,94575,94575.38945823698,12.420000076293945,10.350000381469727,-1,15813.7001953125,61.92060089111328
2011,0,39,1,"""Connects_cores""",4,46,56250,918468.75,91415,91415.43503175085,16.329999923706055,10.050000190734863,-1,12284.900390625,74.76380157470703
2011,0,41,1,"""Connects_cores""",4,94,35562,436292,44229,44229.01945152483,12.270000457763672,9.859999656677246,-1,12515.7998046875,34.85929870605469
2011,0,42,1,"""Connects_cores""",4,97,33385,415499.38,42022,42022.69472047678,12.449999809265137,9.890000343322754,-1,12714.7998046875,32.67829895019531
2011,0,44,1,"""Connects_cores""",4,131,552,15460.28,921,921.8376300735105,28.010000228881836,16.790000915527344,-1,2398.5400390625,6.445720195770264
