Year,Id,Link_ID,Active,Link_Info,From_Core,To_Core,Euc_Dist,CW_Dist,LCP_Length,Shape_Length,cw_to_Euc_Dist_Ratio,cwd_to_Path_Length_Ratio,Current_Flow_Centrality,Effective_Resistance,cwd_to_Eff_Resist_Ratio
2015,0,1,1,"""Connects_cores""",1,43,7412,136849.36,8902,8902.051918159546,18.459999084472656,15.369999885559082,-1,3689.719970703125,37.089298248291016
2015,0,2,1,"""Connects_cores""",1,51,4758,84621.22,5168,5168.376668117149,17.790000915527344,16.3700008392334,-1,3303.27001953125,25.617399215698242
2015,0,3,1,"""Connects_cores""",1,54,1732,127893.25,7374,7374.701157743709,73.839996337890625,17.34000015258789,-1,5639.43017578125,22.67840003967285
2015,0,4,1,"""Connects_cores""",1,63,601,272669.16,763,763.6753802069805,453.69000244140625,357.3599853515625,-1,32995.1015625,8.263930320739746
2015,0,5,1,"""Connects_cores""",1,64,2027,191956.98,12747,12747.564917608475,94.69999694824219,15.0600004196167,-1,3988.530029296875,48.127201080322266
2015,0,6,1,"""Connects_cores""",1,68,16193,292190.16,17692,17692.266216200645,18.040000915527344,16.520000457763672,-1,5103.2998046875,57.25519943237305
2015,0,7,1,"""Connects_cores""",1,79,16021,310531.81,20465,20465.727327051216,19.3799991607666,15.170000076293945,-1,6353.72998046875,48.874000549316406
2015,0,8,1,"""Connects_cores""",2,73,16323,271217.22,18082,18082.052056224606,16.6200008392334,15,-1,4303,63.02980041503906
2015,0,9,1,"""Connects_cores""",2,83,10731,169815.5,11891,11891.240207196406,15.819999694824219,14.279999732971191,-1,2479.840087890625,68.47850036621094
2015,0,10,1,"""Connects_cores""",2,85,9798,165311.38,11127,11127.564797697534,16.8700008392334,14.859999656677246,-1,3252.010009765625,50.833499908447266
2015,0,11,1,"""Connects_cores""",2,87,718,38791.3,1191,1191.837700058131,54.029998779296875,32.56999969482422,-1,3417.75,11.349900245666504
2015,0,12,1,"""Connects_cores""",2,88,3544,113441.41,6071,6071.025878987895,32.0099983215332,18.690000534057617,-1,3636.010009765625,31.199399948120117
2015,0,13,1,"""Connects_cores""",2,89,8077,138729.45,9330,9330.214308720468,17.18000030517578,14.869999885559082,-1,1514.52001953125,91.59950256347656
2015,0,14,1,"""Connects_cores""",2,92,6885,114543.37,7914,7914.701309846409,16.639999389648437,14.470000267028809,-1,1659.949951171875,69.003997802734375
2015,0,15,1,"""Connects_cores""",2,95,4268,82687.13,5353,5353.675399239219,19.3700008392334,15.449999809265137,-1,1817.1199951171875,45.504398345947266
2015,0,16,1,"""Connects_cores""",2,98,1923,45036.5,2271,2271.837579997613,23.420000076293945,19.829999923706055,-1,1239.8499755859375,36.32419967651367
2015,0,17,1,"""Connects_cores""",2,100,1367,29002.95,1843,1843.6753187255522,21.219999313354492,15.739999771118164,-1,1291.5999755859375,22.45509910583496
2015,0,18,1,"""Connects_cores""",2,102,1842,39872.32,2271,2271.8377092867086,21.649999618530273,17.559999465942383,-1,1474.3900146484375,27.04330062866211
2015,0,19,1,"""Connects_cores""",2,103,816,18625.99,1191,1191.8377000581377,22.829999923706055,15.640000343322754,-1,796.13800048828125,23.39539909362793
2015,0,20,1,"""Connects_cores""",2,107,630,15040.78,1033,1033.6752794830802,23.8700008392334,14.5600004196167,-1,838.5830078125,17.93600082397461
2015,0,21,1,"""Connects_cores""",2,108,795,30248.2,1303,1303.675349466928,38.04999923706055,23.209999084472656,-1,2506.6201171875,12.067299842834473
2015,0,22,1,"""Connects_cores""",2,110,2292,36153.83,2877,2877.3507396292,15.770000457763672,12.569999694824219,-1,970.26702880859375,37.26169967651367
2015,0,23,1,"""Connects_cores""",2,111,1329,26541.69,1955,1955.5129802652814,19.969999313354492,13.579999923706055,-1,738.06201171875,35.961299896240234
2015,0,24,1,"""Connects_cores""",3,4,16214,437072.38,44826,44826.5843369688,26.959999084472656,9.75,-1,9769.419921875,44.738800048828125
2015,0,25,1,"""Connects_cores""",3,97,12467,130246.45,15775,15775.129845048456,10.449999809265137,8.260000228881836,-1,2059.6201171875,63.23809814453125
2015,0,26,1,"""Connects_cores""",3,103,8542,106941.96,10541,10541.240257271744,12.520000457763672,10.149999618530273,-1,1304.6300048828125,81.971099853515625
2015,0,27,1,"""Connects_cores""",3,104,6971,67351.92,8408,8408.376637224905,9.65999984741211,8.010000228881836,-1,1661.9000244140625,40.527000427246094
2015,0,28,1,"""Connects_cores""",3,111,5234,94400.79,6722,6722.863597657236,18.040000915527344,14.039999961853027,-1,1108.6300048828125,85.1511001586914
2015,0,29,1,"""Connects_cores""",3,112,2990,38157.26,3529,3529.188299717536,12.760000228881836,10.8100004196167,-1,1037.6199951171875,36.77370071411133
2015,0,30,1,"""Connects_cores""",3,114,5845,95295.33,6927,6927.350618690565,16.299999237060547,13.760000228881836,-1,1274.1600341796875,74.79060363769531
2015,0,31,1,"""Connects_cores""",3,118,2602,39029.26,3081,3081.8376192395367,15,12.670000076293945,-1,1023.5,38.13309860229492
2015,0,33,1,"""Connects_cores""",3,122,662,14126.3,1303,1303.675349466938,21.34000015258789,10.84000015258789,-1,1278.72998046875,11.047100067138672
2015,0,34,1,"""Connects_cores""",3,124,1363,20733.35,1797,1797.3506182674666,15.210000038146973,11.539999961853027,-1,923.7650146484375,22.444400787353516
2015,0,35,1,"""Connects_cores""",4,5,13366,243255.8,22004,22004.31819106114,18.200000762939453,11.0600004196167,-1,18495.400390625,13.152199745178223
2015,0,36,1,"""Connects_cores""",4,7,1928,34198.98,3752,3752.863598534046,17.739999771118164,9.109999656677246,-1,2074.969970703125,16.481700897216797
2015,0,37,1,"""Connects_cores""",4,17,82273,1001246.44,93653,93653.55169887473,12.170000076293945,10.6899995803833,-1,17194.5,58.230499267578125
2015,0,38,1,"""Connects_cores""",4,19,78839,979190.94,94575,94575.38945823698,12.420000076293945,10.350000381469727,-1,15807.099609375,61.9463996887207
2015,0,39,1,"""Connects_cores""",4,46,56250,918468.75,91415,91415.43503175085,16.329999923706055,10.050000190734863,-1,12580.7998046875,73.00579833984375
2015,0,40,1,"""Connects_cores""",4,62,49618,913132.69,94829,94829.493604122,18.399999618530273,9.630000114440918,-1,8635.6796875,105.73899841308594
2015,0,41,1,"""Connects_cores""",4,94,35562,438392.56,44452,44452.69477963115,12.329999923706055,9.859999656677246,-1,12934.099609375,33.89419937133789
2015,0,42,1,"""Connects_cores""",4,97,33385,417599.91,42246,42246.3700485831,12.510000228881836,9.880000114440918,-1,13116.2001953125,31.838600158691406
2015,0,44,1,"""Connects_cores""",4,131,552,42909.98,1461,1461.8376700440126,77.73999786376953,29.3700008392334,-1,3671.639892578125,11.68690013885498
2015,0,45,1,"""Connects_cores""",4,132,913,105392.62,2113,2113.6752594205313,115.44000244140625,49.880001068115234,-1,12072.400390625,8.730050086975098
2015,0,46,1,"""Connects_cores""",4,133,547,7266.85,921,921.8376300729649,13.279999732971191,7.889999866485596,-1,784.69000244140625,9.26078987121582
2015,0,47,1,"""Connects_cores""",4,134,2700,766956,4944,4944.701169302316,284.05999755859375,155.1300048828125,-1,128453,5.970719814300537
2015,0,49,1,"""Connects_cores""",4,136,15239,2207146,60173,60173.55173288257,144.83999633789062,36.68000030517578,-1,253940,8.69159984588623
2015,0,50,1,"""Connects_cores""",4,137,10259,1509584.13,52575,52575.175164192035,147.14999389648437,28.709999084472656,-1,148424,10.170700073242187
2015,0,51,1,"""Connects_cores""",4,138,561,351076.5,1033,1033.6753794810477,625.79998779296875,339.8599853515625,-1,35508.1015625,9.88720989227295
2015,0,52,1,"""Connects_cores""",4,139,1524,548334.38,1909,1909.1883090969957,359.79998779296875,287.239990234375,-1,32882.1015625,16.675800323486328
2015,0,54,1,"""Connects_cores""",4,144,13364,3529539,15262,15262.266186337412,264.1099853515625,231.25999450683594,-1,273853,12.888500213623047
2015,0,55,1,"""Connects_cores""",4,146,7154,1274488.13,44548,44548.63617564655,178.14999389648437,28.610000610351562,-1,92081.203125,13.840900421142578
2015,0,57,1,"""Connects_cores""",4,184,12624,135008.98,15123,15123.292243540178,10.6899995803833,8.930000305175781,-1,2109.3798828125,64.00420379638672
2015,0,58,1,"""Connects_cores""",4,194,5659,75531.88,6518,6518.376718042971,13.350000381469727,11.59000015258789,-1,1103.9200439453125,68.42150115966797
2015,0,59,1,"""Connects_cores""",4,202,921,9302.88,1080,1079.9999799393117,10.100000381469727,8.609999656677246,-1,521.92498779296875,17.824199676513672
2015,0,60,1,"""Connects_cores""",4,205,4404,66339.5,6611,6611.025977538811,15.0600004196167,10.029999732971191,-1,1426.5999755859375,46.50170135498047
2015,0,61,1,"""Connects_cores""",4,207,622,5291.85,809,810.0000099558383,8.510000228881836,6.539999961853027,-1,274.1700134277344,19.30139923095703
2015,0,62,1,"""Connects_cores""",4,210,1690,19618.27,2607,2607.350598933474,11.609999656677246,7.53000020980835,-1,821.3389892578125,23.885700225830078
2015,0,63,1,"""Connects_cores""",4,212,7499,108083.04,10271,10271.240316575148,14.40999984741211,10.520000457763672,-1,2138.699951171875,50.53689956665039
2015,0,64,1,"""Connects_cores""",4,215,694,8898,1303,1303.675420177483,12.819999694824219,6.829999923706055,-1,498.52899169921875,17.848499298095703
2015,0,65,1,"""Connects_cores""",5,121,2955,38704.4,3529,3529.1882582943877,13.100000381469727,10.970000267028809,-1,735.385009765625,52.631500244140625
2015,0,67,1,"""Connects_cores""",5,125,2160,40813.15,2653,2653.675411522871,18.889999389648438,15.380000114440918,-1,1233.4300537109375,33.0890007019043
2015,0,68,1,"""Connects_cores""",5,126,2320,44524.31,3193,3193.675310072257,19.190000534057617,13.9399995803833,-1,916.46600341796875,48.58259963989258
2015,0,69,1,"""Connects_cores""",5,128,1409,26485.8,1797,1797.3505889781813,18.799999237060547,14.739999771118164,-1,1198.1600341796875,22.105300903320313
2015,0,70,1,"""Connects_cores""",6,157,723,31447.07,4385,4385.512939417961,43.5,7.170000076293945,-1,1735.7099609375,18.117700576782227
2015,0,71,1,"""Connects_cores""",6,158,1820,306407.75,7170,7170.214348843179,168.36000061035156,42.72999954223633,-1,60119,5.0966901779174805
2015,0,72,1,"""Connects_cores""",6,166,3414,36008.22,5010,5010.2142475434175,10.550000190734863,7.190000057220459,-1,2846.9599609375,12.64799976348877
2015,0,73,1,"""Connects_cores""",6,169,1519,39674.64,4991,4991.025999051586,26.1200008392334,7.949999809265137,-1,2884.7900390625,13.753100395202637
2015,0,74,1,"""Connects_cores""",6,177,1339,177209.48,1890,1889.99998989515,132.33999633789063,93.76000213623047,-1,13252.400390625,13.371899604797363
2015,0,75,1,"""Connects_cores""",6,183,3226,92372.52,5326,5326.538888695737,28.6299991607666,17.34000015258789,-1,3558.860107421875,25.95560073852539
2015,0,77,1,"""Connects_cores""",7,8,978,174901.38,3845,3845.5129994491617,178.83999633789062,45.4900016784668,-1,12984.599609375,13.469900131225586
2015,0,78,1,"""Connects_cores""",7,10,750,39921.54,1955,1955.5129095547172,53.22999954223633,20.420000076293945,-1,1640.199951171875,24.339500427246094
2015,0,79,1,"""Connects_cores""",7,149,6498,1307824.88,8184,8184.701467696191,201.27000427246094,159.8000030517578,-1,106872,12.237299919128418
2015,0,80,1,"""Connects_cores""",7,156,2633,955783,3101,3101.026009156981,363,308.2200012207031,-1,88693.796875,10.776200294494629
2015,0,81,1,"""Connects_cores""",7,161,901,18794.79,1685,1685.5129981492423,20.860000610351563,11.149999618530273,-1,2746.909912109375,6.842140197753906
2015,0,84,1,"""Connects_cores""",7,188,3246,57182.59,5550,5550.214328933343,17.6200008392334,10.300000190734863,-1,5109.18994140625,11.192099571228027
2015,0,85,1,"""Connects_cores""",7,189,4245,763003.44,6992,6992.863609064408,179.74000549316406,109.12999725341797,-1,51689.19921875,14.76140022277832
2015,0,86,1,"""Connects_cores""",7,190,11210,113821.4,13063,13063.889575918798,10.149999618530273,8.710000038146973,-1,1158.030029296875,98.28919982910156
